"gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name","analysis_id"
"MGI:3652053","Gm13889","C57BL","Early adult","HRWLLA_HEM_001_001","0.2750389","White blood cell count","6344v2856kn951s"
"MGI:1099431","Sptlc1","C57BL","E9.5","IMPC_CBC_016_001","0.7211104","HDL-cholesterol","6346guly2pheagz"
"MGI:2444233","Ythdf2","C57BL","Early adult","IMPC_OFD_020_001","0.864006","Distance travelled - total","6347617pp1j2v04"
"MGI:1099431","Sptlc1","C57BL","Early adult","MGP_PBI_005_001","0.3548801","Gamma delta T cell percentage","63479c4k4282eq1"
"MGI:2384959","Cybc1","C57BL","Early adult","CCP_XRY_020_001","0.9225541","Processes on vertebrae","634f431zr469h85"
"mgi:1915349","Cibar1","C57BL","Early adult","HRWLLA_HEM_030_001","0.05022733","Neutrophil cell count","634k6x6zn223lh6"
"MGI:1914243","Smarcd3","C57BL","E15.5","HRWLLA_CBC_004_001","0.8346694","Urea (Blood Urea Nitrogen - BUN)","634t667eqkce487"
"MGI:3644593","Klhl33","C57BL","Early adult","IMPC_CBC_002_001","0.9076915","Potassium","634xr10ylq2688x"
"MGI:107634","Larp7","C57BL","Early adult","IMPC_OWT_023_001","0.8463628","Whole liver weight","6351ch8sl2o0c7e"
"MGI:1918319","Stox2","C57BL","E18.5","IMPC_ACS_006_001","0.447444","Response amplitude - S","6357i62o4804tfj"
"MGI:1341868","Rfc2","C57BL","E9.5","IMPC_GRS_008_001","0.2996235","Forelimb grip strength measurement mean","6359oa0l00t0sqz"
"MGI:1349438","Mprip","C57BL","E15.5","ESLIM_013_001_003","0.7943889","Left retina","635bhxs1ifgb398"
"MGI:1923760","Trappc9","C57BL","Early adult","IMPC_HEM_007_001","0.5810927","Mean cell hemoglobin concentration","635hcod4u5loovp"
"MGI:88587","Cyp19a1","C57BL","Late adult","IMPC_DXA_009_001","1.091065","Fat/Body weight","63626b9y83vm8gx"
"MGI:2442910","Niban2","C57BL","Early adult","IMPC_DXA_008_001","0.4378576","Lean/Body weight","6364f8qi97816t5"
"MGI:3648212","Klhdc7b","C57BL","Late adult","IMPC_CBC_001_001","0.539397","Sodium","6365fl333ta8sde"
"MGI:2146468","Urb1","C57BL","Late adult","IMPC_IPG_012_001","0.07890415","Area under glucose response curve","636oxeh275e7kx3"
"MGI:88587","Cyp19a1","C57BL","Early adult","IMPC_EYE_025_001","0.5745462","Retinal Blood Vessels Structure","637413jo22k273m"
"MGI:1201374","Anxa8","C57BL","Early adult","HRWLLA_CBC_004_001","0.6274068","Urea (Blood Urea Nitrogen - BUN)","6376i4u7a58gaw9"
"MGI:1098801","Otud4","C57BL","E18.5","IMPC_CSD_023_001","0.333261","Vibrissae - presence","63783p3tt83tur1"
"MGI:1923760","Trappc9","C57BL","Early adult","ESLIM_015_001_018","0.6926795","Triglyceride","6378a41002l1u3j"
"MGI:2146468","Urb1","C57BL","Early adult","IMPC_HEM_029_001","0.2696573","Neutrophil differential count","637k23s7fvr243v"
"MGI:1914815","Gramd2b","C57BL","Middle aged adult","IMPC_FEA_106_001","0.07445009","Difference in Cue Tone and Cue Baseline % Freezing","637p14sge974gbk"
"MGI:107576","Sipa1","C57BL","Early adult","JAX_OFD_013_001","0.879831","Periphery average speed","63846b534v9a32f"
"MGI:1915476","Efcab2","C57BL","Early adult","JAXLA_EYE_016_001","0.9114284","Lens","638638g4uv56zq3"
"MGI:1344333","Mid2","C57BL",NA,"GMC_920_001_013","0.6669655","sTV-active","638w8r03yj523bo"
"MGI:88587","Cyp19a1","C57BL","Middle aged adult","HRWLLA_HEM_001_001","0.9875744","White blood cell count","6397h7f2rzzo0tx"
"MGI:1925836","Srbd1","C57BL","Early adult","IMPC_ABR_004_001","0.317684","6kHz-evoked ABR Threshold","639h2r3d12hmf11"
"MGI:1920723","Iws1","C57BL","Early adult","IMPC_ECH_011_001","0.6698438","LVIDs","639lg8so5x0p96x"
"MGI:1922808","Spata45","C57BL","Early adult","TCP_CHL_078_001","0.1411936","12.5 Mch Expiratory time","639s3486x4umppq"
"MGI:1925927","Rnf20","C57BL","E15.5","HRWLLA_HEM_031_001","0.3095327","Lymphocyte differential count","63a09m2g7055msi"
"mgi:97525","Pde6b","C3H","Early adult","IMPC_OFD_012_001","0.9100077","Periphery permanence time","63b002id7hyjjft"
"MGI:107576","Sipa1","C57BL","Early adult","IMPC_EYE_025_001","0.6608304","Retinal Blood Vessels Structure","63c22cpu72phwe8"
"MGI:2446460","Tpte","C57BL","Early adult","IMPC_HEM_032_001","0.7093289","Lymphocyte cell count","63civug75z52825"
"mgi:1349438","Mprip","C57BL","Early adult","IMPC_DXA_008_001","0.4832298","Lean/Body weight","63ckbsw132q6h94"
"MGI:1890127","Plxnc1","C57BL","Early adult","IMPC_DXA_003_001","0.1064687","Lean mass","63e70l07w75k99e"
"MGI:107536","Lgals4","C57BL","Early adult","IMPC_DXA_002_001","0.1999545","Fat mass","63e9500y7z873ln"
"MGI:1913687","Fis1","C57BL","Early adult","MGP_CSD_027_001","0.6202444","Ventral coat/hair colour pattern","63epfp8x914yrm2"
"MGI:2444308","Atg4d","C57BL","Early adult","IMPC_DXA_010_001","0.6886881","Bone Area","63f0yqm4irarl11"
"MGI:3648212","Klhdc7b","C57BL","Late adult","MGP_PBI_016_001","0.06143822","Monocyte percentage","63f687f70876sa7"
"MGI:96958","Golga3","C57BL","Early adult","IMPC_EYE_083_001","0.1197643","Vitreous","63gg5swmnlpq3ll"
"MGI:1929691","Slc15a3","C57BL","Early adult","MGP_PBI_036_001","0.7701018","Monocyte number","63i5pqt42zu199q"
"MGI:1925927","Rnf20","C57BL","E12.5","ESLIM_015_001_016","0.8074284","Alpha-amylase","63j3a99b9kd11sv"
"MGI:2442708","Pheta1","C57BL","Early adult","HRWLLA_CBC_014_001","0.06473891","Alkaline phosphatase","63k1fm4pw59fq8k"
"MGI:1196234","Ccdc69","C57BL","Early adult","JAX_OFD_020_001","0.656921","Distance travelled - total","63k46ax69diov2j"
"MGI:97525","Pde6b","C3H","Early adult","IMPC_HEM_035_001","0.889235","Eosinophil differential count","63k676t31to0g11"
"MGI:1914815","Gramd2b","C57BL","Early adult","ESLIM_015_001_015","0.5288813","Alkaline phosphatase","63k7489b4vp276x"
"MGI:1925927","Rnf20","C57BL","E9.5","ESLIM_013_001_003","0.591756","Left retina","63kx33254r2v608"
"MGI:96878","Blnk","C57BL","Early adult","ESLIM_008_001_001","0.40461","Body position","63lli92k81ek23v"
"MGI:1338849","S100a3","C57BL","Early adult","IMPC_HEM_033_001","0.661246","Monocyte differential count","63m6nnvm6i48w30"
"MGI:1276533","Ncoa2","C57BL","E18.5","HRWLLA_OFD_050_001","0.2899973","Percentage center movement time","63n811o3ry432fr"
"MGI:1917565","Hdac8","C57BL","Early adult","IMPC_DXA_003_001","-0.2721394","Lean mass","63q5o17aa0s50jb"
"MGI:1925927","Rnf20","C57BL","E12.5","IMPC_OFD_014_001","0.9654134","Center distance travelled","63s6v15ynk8308w"
"IMPC_XRY_012_001","C57BL","Early adult","63sb5elf6m824qh","MGI:1923012","Pelvis","0.4028411","Aftph"
"MGI:2442910","Niban2","C57BL","Early adult","MGP_CSD_068_001","0.2025733","Vibrissae","63t480ml553w0cb"
"MGI:2685830","Nsl1","C57BL","E9.5","MGP_IMM_066_001","0.7069742","CD11b-high cDC - % of cDC","63t992ja8916z3o"
"MGI:1277143","Gtf2h3","C57BL","E9.5","JAX_OFD_007_001","0.9252149","Whole arena resting time","63ts37p60dtvza2"
"MGI:1929691","Slc15a3","C57BL","Early adult","IMPC_OFD_021_001","0.6814838","Number of rears - total","63vmh3225il9d30"
"MGI:1277143","Gtf2h3","C57BL","E9.5","GMC_906_001_005","0.1653613","Potassium","63xe558s2a1w4r7"
"MGI:1915383","Gcsh","C57BL","Early adult","TCP_CHL_078_001","0.9575905","12.5 Mch Expiratory time","63zdaj6f14ybga2"
"MGI:1349438","Mprip","C57BL","E15.5","MGP_PBI_036_001","0.6099183","Monocyte number","64012xnv709h78d"
"MGI:1932115","Papolb","C57BL","Early adult","JAXLA_CSD_039_001","0.9827114","Limb grasp","6404r8c1305s5q3"
"MGI:107162","Ppp3cc","C57BL","Early adult","HRWLLA_OFD_019_001","0.4903316","Number of center entries","6404w2w45qi1463"
"MGI:98446","Med22","C57BL","Early adult","IMPC_HEM_037_001","0.5104465","Basophil cell count","640527r845nkb4y"
"MGI:1277143","Gtf2h3","C57BL","E9.5","MGP_IMM_067_001","0.8269233","CD11b-low cDC - % of cDC","640864sl94n40yc"
"MGI:2446460","Tpte","C57BL","Early adult","GMC_920_001_001","0.2396839","Body weight","640t5zt2dyde087"
"MGI:1913687","Fis1","C57BL","Early adult","ESLIM_013_001_005","0.3608139","Left retina structure","6417099i88jwic4"
"MGI:1917036","Tprkb","C57BL","Early adult","IMPC_ACS_033_001","0.6881905","% Pre-pulse inhibition - PPI1","6419kvsk8n0m2s4"
"mgi:2685830","Nsl1","C57BL","E9.5","IMPC_XRY_018_001","0.576669","Shape of vertebrae","641ors8s0e04vt0"
"MGI:2146468","Urb1","C57BL","Late adult","IMPC_CBC_006_001","0.1650432","Total protein","641q6w3383t8z0j"
"MGI:1353578","Pttg1","C57BL","Early adult","IMPC_CBC_023_001","0.2797683","Alpha-amylase","64216w6583343if"
"MGI:2444354","Arid4a","129SV","Early adult","JAXLA_CSD_005_001","0.264225","Coat - color - back","64273uqexy3ks56"
"MGI:1101781","Elf3","C57BL","Early adult","IMPC_CSD_033_001","0.8551622","Gait","6427v8l97mo8212"
"MGI:1925836","Srbd1","C57BL","E9.5","MGP_PBI_005_001","0.4896766","Gamma delta T cell percentage","642801ov87w0ww2"
"MGI:1276533","Ncoa2","C57BL","Early adult","ESLIM_015_001_016","0.5251859","Alpha-amylase","642809j54i93z4r"
"MGI:1923760","Trappc9","C57BL","Early adult","IMPC_CSD_078_001","0.2300336","Vocalization","642jr8r5oj04lsq"
"MGI:1914243","Smarcd3","C57BL","Early adult","MGP_CSD_026_001","0.2733251","Ventral coat/hair colour","642ym4833r726zr"
"MGI:1920723","Iws1","C57BL","Early adult","MGP_CSD_068_001","0.08767546","Vibrissae","643v5a66dj10ja6"
"MGI:2446460","Tpte","C57BL","Early adult","JAXLA_CSD_007_001","0.9483662","Coat - color - abdomen","6443952291z1xbe"
"MGI:2146785","Gpsm3","C57BL","Early adult","HRWLLA_OFD_011_001","0.775134","Periphery resting time","64494p7qh52qv23"
"MGI:2442782","Baz2b","C57BL","Early adult","ccp_xry_020_001","0.3407644","Processes on vertebrae","644so150o48fm82"
"MGI:88439","Cntf","C57BL","Early adult","IMPC_CBC_016_001","0.7656658","HDL-cholesterol","645586t6n6g3gbm"
"MGI:2442910","Niban2","C57BL","Early adult","IMPC_ACS_034_001","0.4232851","% Pre-pulse inhibition - PPI2","645938zg0v7ptb6"
"MGI:1932115","Papolb","C57BL","Early adult","IMPC_OFD_020_001","0.5079041","Distance travelled - total","645w0seic0p14c9"
"MGI:108420","Nfe2l2","C57BL","Early adult","IMPC_DXA_002_001","0.9178631","Fat mass","645zcm3h030n788"
"MGI:1914243","Smarcd3","C57BL","Early adult","HRWLLA_OFD_019_001","0.1072512","Number of center entries","64619p8m753gu86"
"MGI:1925927","Rnf20","C57BL","Early adult","IMPC_CSD_036_001","0.8935621","Startle response","646u5s004605jjm"
"MGI:1099431","Sptlc1","C57BL","Late adult","IMPC_HEM_035_001","0.8772965","Eosinophil differential count","646y4j899806220"
"MGI:96958","Golga3","C57BL","Early adult","MGP_PBI_005_001","0.3561874","Gamma delta T cell percentage","64715j8ol1sq487"
"MGI:2384959","Cybc1","C57BL","Early adult","GMC_906_001_005","0.5832367","Potassium","6471mtj6bslie1b"
"MGI:1925927","Rnf20","C57BL","Early adult","IMPC_CBC_018_001","0.3900277","Glucose","6472tu3gfz4j0c2"
"MGI:1341868","Rfc2","C57BL","E9.5","IMPC_XRY_033_001","0.6237553","Tibia length","647aunkv72y077l"
"MGI:1914243","Smarcd3","C57BL","E15.5","JAXLA_CSD_013_001","0.258304","Coat - hair distribution - abdomen","647x76lbk847k8j"
"MGI:3648212","Klhdc7b","C57BL","Middle aged adult","IMPC_OFD_011_001","0.966862","Periphery resting time","64853wvzb7y51d7"
"MGI:2450016","Nox1","C57BL","Early adult","GMC_920_001_001","0.3336692","Body weight","64882ky196j7a6p"
"MGI:102849","Klkb1","C57BL","Early adult","IMPC_CSD_027_001","0.1068906","Ears","64882nd6uc2535a"
"MGI:98446","Med22","C57BL","Early adult","IMPC_ABR_004_001","0.06281241","6kHz-evoked ABR Threshold","648hmbzs6v690qg"
"MGI:2444611","Ipo8","C57BL","Early adult","IMPC_ABR_004_001","0.8383217","6kHz-evoked ABR Threshold","648w955ml5i97dg"
"MGI:1932115","Papolb","C57BL","Early adult","IMPC_EYE_017_001","0.3750179","Lens Opacity","6492062f4ea2808"
"MGI:104859","Selenbp2","C57BL","Early adult","TCP_CHL_080_001","0.2108349","50 Mch Expiratory time","649255i7t524s0a"
"MGI:1925927","Rnf20","C57BL","Early adult","IMPC_XRY_057_001","0.4636147","Kyphosis","6492d63dk69731b"
"MGI:97525","Pde6b","C57BL","Early adult","IMPC_HEM_039_001","0.4787469","Large Unstained Cell (LUC) count","64932qx36o72s6x"
"MGI:2442910","Niban2","C57BL","Early adult","IMPC_CSD_033_001","0.2010337","Gait","6495g6mf17pd01o"
"MGI:1914815","Gramd2b","C57BL","Early adult","IMPC_ABR_008_001","0.0898004","18kHz-evoked ABR Threshold","649j9a16q231kvu"
"mgi:2685830","Nsl1","C57BL","Early adult","HRWLLA_CSD_030_001","0.1539701","Tremor","64a4843m3m8l420"
"MGI:1098801","Otud4","C57BL","Early adult","IMPC_OFD_018_001","0.3058558","Latency to center entry","64aes7o5hnu382n"
"MGI:1923012","Aftph","C57BL","E18.5","IMPC_CBC_009_001","0.5279448","Calcium","64b516efbju5bll"
"MGI:2684916","Ppp1r36","C57BL","Early adult","ESLIM_015_001_015","0.3282242","Alkaline phosphatase","64ci7ow3696y31j"
"MGI:2181434","Phc3","C57BL","Early adult","ESLIM_015_001_015","0.9242875","Alkaline phosphatase","64dkse6ve5qzt24"
"MGI:2655333","Grhl3","C57BL","Early adult","IMPC_CBC_010_001","0.6155465","Phosphorus","64e6nk53ezr6l2f"
"MGI:1914815","Gramd2b","C57BL","Late adult","IMPC_EYE_092_002","0.7592118","Retina (combined)","64eo5429n37e51a"
"MGI:1925927","Rnf20","C57BL","Early adult","IMPC_HEM_002_001","0.9182947","Red blood cell count","64f6gk70c3qdj4r"
"MGI:2445173","Ppig","C57BL","Early adult","CCP_XRY_020_001","0.4056509","Processes on vertebrae","64fl61p3j7ytqku"
"MGI:1915383","Gcsh","C57BL","Early adult","IMPC_IPG_010_001","0.931681","Fasted blood glucose concentration","64gr26y44bi7651"
"MGI:2141917","Prkd2","C57BL","Early adult","IMPC_ECH_011_001","0.423943","LVIDs","64in32kdv2s5418"
"MGI:3644593","KLHL33","C57BL","Early adult","HRWL_OWT_001_001","0.9834506","Spleen weight","64j68519w422065"
"MGI:97525","Pde6b","C3H","Early adult","IMPC_ACS_035_001","0.4643014","% Pre-pulse inhibition - PPI3","64jbxn306pv0l6u"
"MGI:2685830","Nsl1","C57BL","E9.5","IMPC_HEM_029_001","0.5869065","Neutrophil differential count","64jk40v5cbukdxc"
"MGI:96878","Blnk","C57BL","Early adult","IMPC_ACS_033_001","0.9453305","% Pre-pulse inhibition - PPI1","64kq4ox2b824a01"
"MGI:97525","Pde6b","C3H","Early adult","HRWLLA_HEM_001_001","0.4319429","White blood cell count","64m1b2b77034163"
"MGI:2444233","Ythdf2","C57BL","Early adult","IMPC_DXA_007_001","0.6624782","BMC/Body weight","64m7y5an4n97j2o"
"MGI:1333877","Gpr50","C57BL","Early adult","HRWLLA_OFD_050_001","0.4128234","Percentage center movement time","64n1858214e2lqf"
"MGI:1918319","Stox2","C57BL","Early adult","IMPC_EMA_024_001","0.08656839","Embryo size","64n50woh317a182"
"MGI:2685830","Nsl1","C57BL","Early adult","ESLIM_013_001_003","0.7481255","Left retina","64o5bm837x9w5m2"
"MGI:2444308","Atg4d","C57BL","Early adult","HRWLLA_HEM_030_001","0.1189904","Neutrophil cell count","64ob2l1t07oh5b1"
"MGI:1915476","Efcab2","C57BL","Early adult","IMPC_GEO_043_002","0.8270959","spina bifida","64q681407geyln8"
"MGI:1349438","Mprip","C57BL","E12.5","MGP_IMM_101_001","0.6676278","KLRG1+ NK cells - % of CD45+","64qmp67kn1j4k2h"
"MGI:3624119","Clec4a4","C57BL","Early adult","IMPC_OFD_022_001","0.9624185","Percentage center time","64qsl1ipp11swr9"
"MGI:2146785","Gpsm3","C57BL","early adult","HRWLLA_OFD_019_001","0.860754","Number of center entries","64qvh05fx62p685"
"MGI:104859","Selenbp2","C57BL","Early adult","GMC_914_001_002","0.255391","Body temperature rectal","64stos2wtdzsty1"
"MGI:1915383","Gcsh","C57BL","Early adult","ESLIM_013_001_003","0.8254451","Left retina","64t4uf5qca1cz29"
"MGI:1914109","Slc16a9","C57BL","Early adult","MGP_PBI_038_001","0.4165281","Ly6Clow monocyte number","64tg07x4s0qtg06"
"MGI:1099431","Sptlc1","C57BL","E9.5","HRWLLA_OFD_009_001","0.9380033","Whole arena average speed","64ucm03h92df451"
"MGI:1101781","Elf3","C57BL","Early adult","hrwlla_cbc_004_001","0.2970528","Urea (Blood Urea Nitrogen - BUN)","64vd8l906aeup4z"
"MGI:2442782","Baz2b","C57BL","Early adult","JAXLA_CSD_077_001","0.8277749","Contact righting","64w0s060o728u5h"
"MGI:1341868","Rfc2","C57BL","E9.5","JAX_OFD_009_001","0.4562729","Whole arena average speed","64x008648m5iz4e"
"MGI:1925927","Rnf20","C56BL","E12.5","ESLIM_015_001_015","0.2986707","Alkaline phosphatase","64x3f03795rdrdu"
"MGI:96441","Igfbp6","C57BL","Early adult","HRWLLA_HEM_001_001","0.7391597","White blood cell count","64x6q7lf59qax13"
"MGI:1916971","Nkiras1","C57BL","Early adult","IMPC_HEM_031_001","0.07578997","Lymphocyte differential count","64y7v2pv265u810"
"MGI:1922248","Rab11fip2","C57BL","Early adult","IMPC_EYE_016_001","0.1538975","Lens","64yer859v17759b"
"MGI:1922808","Spata45","C57BL","Early adult","MGP_CSD_027_001","0.2963637","Ventral coat/hair colour pattern","64z101yspmd6pn9"
"MGI:2682314","Zc3h4","C57BL","Early adult","IMPC_HEM_002_001","0.946959","Red blood cell count","64z207a530757ry"
"MGI:1918946","Abhd8","C57BL","Early adult","IMPC_HEM_032_001","0.8146331","Lymphocyte cell count","64zga5opyh271v3"
"MGI:1333877","Gpr50","C57BL","Early adult","TCP_CHL_067_001","0.5928772","PBS Peak Inspiratory Flow","650207ivl9w2qj8"
"MGI:1338849","S100a3","C57BL","Early adult","IMPC_HEM_003_001","0.7634374","Hemoglobin","65038x1hp663y6f"
"MGI:1098801","Otud4","C57BL","Early adult","IMPC_CSD_028_001","0.07695404","Snout size","6508t7tu3lib08i"
"MGI:1099431","Sptlc1","C57BL","Early adult","GMC_905_001_006","0.5516587","Mean corpuscular volume","650a240xyp041y3"
"MGI:2655333","Grhl3","C57BL","early adult","M-G-P_025_001_014","0.1636257","Alanine aminotransferase","650fs493qmlow51"
"MGI:107576","Sipa1","C57BL","Early adult","IMPC_CSD_078_001","0.3419631","Vocalization","650iz78g25l99la"
"MGI:2450016","Nox1","C57BL","Early adult","IMPC_EYE_092_001","0.5739645","Retina (combined)","650uc3474m6d89y"
"MGI:1333883","Lats1","C57BL","Early adult","GMC_906_001_005","0.2445163","Potassium","6514p75bcazq1f6"
"MGI:1276533","Ncoa2","C57BL","E18.5","IMPC_CSD_033_001","0.1254074","Gait","6517oh95bk923w5"
"MGI:98446","Med22","C57BL","Early adult","CCP_XRY_060_001","0.6763338","Transitional vertebrae","6517t9j7990p3z3"
"MGI:1333883","Lats1","C57BL","Early adult","IMPC_CSD_080_001","0.1012774","Head bobbing","651d32rh8474g2l"
"MGI:1918252","Mex3b","C57BL","Early adult","IMPC_DXA_004_001","0.3623667","Bone Mineral Density (excluding skull)","6523xb8e6q5a1l1"
"MGI:1917036","Tprkb","C57BL","Early adult","MGP_CSD_027_001","0.893702","Ventral coat/hair colour pattern","6525545x11vrb80"
"MGI:2446460","Tpte","C57BL","Early adult","GMC_920_001_013","0.6428046","sTV-active","652b01graul142t"
"MGI:107162","Ppp3cc","C57BL","Early adult","JAXLA_CSD_013_001","0.2862301","Coat - hair distribution - abdomen","652n47ngt22ykj2"
"MGI:2444308","Atg4d","C57BL","Early adult","IMPC_GRS_008_001","0.249099","Forelimb grip strength measurement mean","653686883522oa6"
"MGI:96441","Igfbp6","C57BL","Early adult","hrwlla_csd_029_001","0.2380598","Activity (body position)","6537752m46gxj15"
"MGI:1923012","Aftph","C57BL","Early adult","IMPC_GEP_038_001","0.5306243","Tail Morphology","6539g25x19305m4"
"MGI:1914281","Upf3a","C57BL","Early adult","IMPC_HEM_034_001","0.6942348","Monocyte cell count","6546163v3356igf"
"MGI:108420","Nfe2l2","C57BL","Early adult","MGP_PBI_036_001","0.5229072","Monocyte number","654i844udgp75g3"
"MGI:3037818","Cxcl3","C57BL","Early adult","IMPC_GEL_032_001","0.3970921","Embryo Size","654ja314769m68f"
"MGI:3624119","Clec4a4","C57BL","Early adult","IMPC_ACS_035_001","0.9002215","% Pre-pulse inhibition - PPI3","654k703q9bm05fu"
"MGI:1099431","Sptlc1","C57BL","E9.5","IMPC_OFD_009_001","0.09883096","Whole arena average speed","654n59davs470z4"
"MGI:1920723","Iws1","C57BL","E9.5","IMPC_CSD_078_001","0.7092332","Vocalization","654udo8657y4286"
"MGI:2384959","Cybc1","C57BL","Early adult","IMPC_ABR_006_001","0.8654424","12kHz-evoked ABR Threshold","654v2cowps2g0c2"
"MGI:2450016","Nox1","C57BL","Early adult","HRWLLA_CSD_036_001","0.1740593","Startle response","6552qd2f8c22qs6"
"mgi:1916971","Nkiras1","C57BL","Early adult","IMPC_ACS_006_001","0.8744166","Response amplitude - S","6556d93gc0hugtx"
"MGI:88587","Cyp19a1","C57BL","Late adult","JAX_LDT_005_001","0.2289092","Time mobile dark side","65586202q0xu0b2"
"0.1576208","MGI:96441","Coat - color - abdomen","IMPC_CSD_007_001","6559jq347k99096","Igfbp6","C57BL","Early adult"
"MGI:1333883","Lats1","C57BL","Early adult","HRWLLA_OFD_007_001","0.9418221","Whole arena resting time","655d9m20t56x2e3"
"MGI:2146468","Urb1","C57BL","Late adult","IMPC_OFD_010_001","0.6945676","Periphery distance travelled","655euw5c0b2im3m"
"MGI:1915383","Gcsh","C57BL","Early adult","ESLIM_015_001_009","0.803912","Calcium","655k571kokx0l30"
"MGI:2450016","Nox1","C57BL","Early adult","GMC_905_001_006","0.2387593","Mean corpuscular volume","655ujh482v93tv0"
"MGI:1929691","Slc15a3","C57BL","Early adult","IMPC_IPG_010_001","0.05150024","Fasted blood glucose concentration","6567kxlff90u0yy"
"MGI:2384959","Cybc1","C57BL","Early adult","IMPC_ACS_006_001","0.1712199","Response amplitude - S","6567loa6il51oj7"
"MGI:2685047","Hmcn1","C57BL","Early adult","ESLIM_013_001_005","0.1063949","Left retina structure","6569n0t7b56sm6p"
